line_num,project_number,word,column_name,content
3,40336737,forest,Long Description,description:to promote the sustainable and participative management of protected areas and communal forested lands in the northern andean highlands region of peru.;
3,40336737,reserve,AidData Activity Name(s),"bio-diversity, activity unspecified or does not fit elsewhere in group|forestry policy and administrative management, activity unspecified or does not fit elsewhere in group|forestry sector policy, planning and programs|natural reserves|environmental policy and administrative management, activity unspecified or does not fit elsewhere in group"
3,40336737,forests,Title,sfm sustainable management of protected areas and forests of the northern highlands of peru
3,40336737,andean,Long Description,description:to promote the sustainable and participative management of protected areas and communal forested lands in the northern andean highlands region of peru.;
3,40336737,highland,Title,sfm sustainable management of protected areas and forests of the northern highlands of peru
3,40336737,highland,Long Description,description:to promote the sustainable and participative management of protected areas and communal forested lands in the northern andean highlands region of peru.;
4,40336754,conservation,AidData Activity Name(s),"energy sector policy, planning and programs|energy conservation|air pollution control"
5,40336773,land management,Title,promoting sustainable land management in las bambas
5,40336773,ant,Long Description,"description:private sector, government, ngos and local communities interact constructively in support of slm, taking advantage of corporate responsibility programmes of the mining sector;"
7,40650961,protection,Title,peru vilcanota valley protection and development project (vilcanota ii)
7,40650961,protection,Long Description,"the main components of the proposed project will be the following:11. component 1 – ollantaytambo road and rail bypass (us$12 million).  the road and rail bypass of the town of ollantaytambo is critical to the survival and preservation of that town’s historic center, currently being damaged by vibrations and pollution from the heavy traffic crossing it daily.  the proposed bypass would divert commercial and tourism-related traffic, allowing for monument preservation, pedestrian safety, pollution reduction, and improved traffic circulation, as well as making the center more walkable and pleasant for tourists and residents alike.  this component will build on the diagnosis, feasibility studies (including the environmental impact assessment, or eia), and designs currently being financed under the vilcanota i project.12. component 2 – solid waste management system for the provinces of calca, cusco, and urubamba (us$15 million).  the precarious dumps currently used for solid waste disposal by the provinces of calca, cusco, and urubamba, and the large amounts of uncollected waste in the region, have a negative impact on public health, the environment, the local landscape, and tourism.  this component will build on the diagnosis, feasibility studies (including the eia), and designs currently being financed under the vilcanota i project, to support the implementation of a new regional system of solid waste collection, transportation, and disposal.13. component 3 – disaster risk management and preparedness (us$21 million).  the town of machu picchu pueblo (also known as aguas calientes) has a high level of exposure to natural disasters, due to its peculiar geophysical location.  the area is under further stress, as the main access to the historic sanctuary of machu picchu (hsmp).  the town has a poor record of protection by national and local institutions.  building on the work begun under vilcanota i, the drm work under this component will include an early warning system for flash floods, an evacuation plan, enhancement of medical facilities for trauma patients, selected public works for risk mitigation, public information campaigns and regular preparedness drills, etc.  this part of component 3 will build on the diagnosis, feasibility study, and designs currently being financed under the vilcanota i project.  disaster risk management and preparedness needs in cusco and the broader vilcanota valley will also be assessed during project preparation, and a program of investments developed, including the strengthening of essential structures, such as schools and hospitals.14. component 4 – improvement and access to historic and heritage sites (us$16 million).  important heritage sites around cuzco and the vilcanota valley, such as maras, moray, tipón, huchuy qosqo and patapata, will receive restoration works under this component. also, pedestrian pathways and access roads to these monuments will be paved or improved. better preservation and better access will make these archeological sites more attractive and easier to visit, diversifying options for tourists and potentially lengthening their stays in the area. this is a key objective of the national and regional tourism authorities, as it directly boosts the local service economy.15. component 5 – project management, studies, and capacity building (us$6 million).  this component will include project management support, institutional capacity building, and all studies to be undertaken under vilcanota ii.  these studies will include comprehensive tourism planning to improve services for tourists (e.g., tourist information offices), and to ensure pro-poor tourism development, so as to allow poor local communities to equitably participate in the benefits of the business and job opportunities arising from tourism.  appropriate institutional arrangements for tourism development will be developed in dialogue with local municipalities, so as to avoid potential conflicts, redundancies, and overlap."
7,40650961,reserva,AidData Activity Name(s),"all site preservation activities|protecting critical infrastructure|rail infrastructure, rail equipment, locomotives, other rolling stock|strengthening early warning systems|response preparedness and sustainable recovery|tourism policy and administrative management, activities unspecified or does not fit elsewhere in this group|municipal and industrial solid waste management|collection, disposal and treatment|road infrastructure, road vehicles|disaster risk assessment and monitoring|institutional consensus, awareness, and capacity building|disaster prevention and preparedness, activity unspecified"
7,40650961,reserva,Long Description,"the main components of the proposed project will be the following:11. component 1 – ollantaytambo road and rail bypass (us$12 million).  the road and rail bypass of the town of ollantaytambo is critical to the survival and preservation of that town’s historic center, currently being damaged by vibrations and pollution from the heavy traffic crossing it daily.  the proposed bypass would divert commercial and tourism-related traffic, allowing for monument preservation, pedestrian safety, pollution reduction, and improved traffic circulation, as well as making the center more walkable and pleasant for tourists and residents alike.  this component will build on the diagnosis, feasibility studies (including the environmental impact assessment, or eia), and designs currently being financed under the vilcanota i project.12. component 2 – solid waste management system for the provinces of calca, cusco, and urubamba (us$15 million).  the precarious dumps currently used for solid waste disposal by the provinces of calca, cusco, and urubamba, and the large amounts of uncollected waste in the region, have a negative impact on public health, the environment, the local landscape, and tourism.  this component will build on the diagnosis, feasibility studies (including the eia), and designs currently being financed under the vilcanota i project, to support the implementation of a new regional system of solid waste collection, transportation, and disposal.13. component 3 – disaster risk management and preparedness (us$21 million).  the town of machu picchu pueblo (also known as aguas calientes) has a high level of exposure to natural disasters, due to its peculiar geophysical location.  the area is under further stress, as the main access to the historic sanctuary of machu picchu (hsmp).  the town has a poor record of protection by national and local institutions.  building on the work begun under vilcanota i, the drm work under this component will include an early warning system for flash floods, an evacuation plan, enhancement of medical facilities for trauma patients, selected public works for risk mitigation, public information campaigns and regular preparedness drills, etc.  this part of component 3 will build on the diagnosis, feasibility study, and designs currently being financed under the vilcanota i project.  disaster risk management and preparedness needs in cusco and the broader vilcanota valley will also be assessed during project preparation, and a program of investments developed, including the strengthening of essential structures, such as schools and hospitals.14. component 4 – improvement and access to historic and heritage sites (us$16 million).  important heritage sites around cuzco and the vilcanota valley, such as maras, moray, tipón, huchuy qosqo and patapata, will receive restoration works under this component. also, pedestrian pathways and access roads to these monuments will be paved or improved. better preservation and better access will make these archeological sites more attractive and easier to visit, diversifying options for tourists and potentially lengthening their stays in the area. this is a key objective of the national and regional tourism authorities, as it directly boosts the local service economy.15. component 5 – project management, studies, and capacity building (us$6 million).  this component will include project management support, institutional capacity building, and all studies to be undertaken under vilcanota ii.  these studies will include comprehensive tourism planning to improve services for tourists (e.g., tourist information offices), and to ensure pro-poor tourism development, so as to allow poor local communities to equitably participate in the benefits of the business and job opportunities arising from tourism.  appropriate institutional arrangements for tourism development will be developed in dialogue with local municipalities, so as to avoid potential conflicts, redundancies, and overlap."
7,40650961,landscape,Long Description,"the main components of the proposed project will be the following:11. component 1 – ollantaytambo road and rail bypass (us$12 million).  the road and rail bypass of the town of ollantaytambo is critical to the survival and preservation of that town’s historic center, currently being damaged by vibrations and pollution from the heavy traffic crossing it daily.  the proposed bypass would divert commercial and tourism-related traffic, allowing for monument preservation, pedestrian safety, pollution reduction, and improved traffic circulation, as well as making the center more walkable and pleasant for tourists and residents alike.  this component will build on the diagnosis, feasibility studies (including the environmental impact assessment, or eia), and designs currently being financed under the vilcanota i project.12. component 2 – solid waste management system for the provinces of calca, cusco, and urubamba (us$15 million).  the precarious dumps currently used for solid waste disposal by the provinces of calca, cusco, and urubamba, and the large amounts of uncollected waste in the region, have a negative impact on public health, the environment, the local landscape, and tourism.  this component will build on the diagnosis, feasibility studies (including the eia), and designs currently being financed under the vilcanota i project, to support the implementation of a new regional system of solid waste collection, transportation, and disposal.13. component 3 – disaster risk management and preparedness (us$21 million).  the town of machu picchu pueblo (also known as aguas calientes) has a high level of exposure to natural disasters, due to its peculiar geophysical location.  the area is under further stress, as the main access to the historic sanctuary of machu picchu (hsmp).  the town has a poor record of protection by national and local institutions.  building on the work begun under vilcanota i, the drm work under this component will include an early warning system for flash floods, an evacuation plan, enhancement of medical facilities for trauma patients, selected public works for risk mitigation, public information campaigns and regular preparedness drills, etc.  this part of component 3 will build on the diagnosis, feasibility study, and designs currently being financed under the vilcanota i project.  disaster risk management and preparedness needs in cusco and the broader vilcanota valley will also be assessed during project preparation, and a program of investments developed, including the strengthening of essential structures, such as schools and hospitals.14. component 4 – improvement and access to historic and heritage sites (us$16 million).  important heritage sites around cuzco and the vilcanota valley, such as maras, moray, tipón, huchuy qosqo and patapata, will receive restoration works under this component. also, pedestrian pathways and access roads to these monuments will be paved or improved. better preservation and better access will make these archeological sites more attractive and easier to visit, diversifying options for tourists and potentially lengthening their stays in the area. this is a key objective of the national and regional tourism authorities, as it directly boosts the local service economy.15. component 5 – project management, studies, and capacity building (us$6 million).  this component will include project management support, institutional capacity building, and all studies to be undertaken under vilcanota ii.  these studies will include comprehensive tourism planning to improve services for tourists (e.g., tourist information offices), and to ensure pro-poor tourism development, so as to allow poor local communities to equitably participate in the benefits of the business and job opportunities arising from tourism.  appropriate institutional arrangements for tourism development will be developed in dialogue with local municipalities, so as to avoid potential conflicts, redundancies, and overlap."
7,40650961,ant,Long Description,"the main components of the proposed project will be the following:11. component 1 – ollantaytambo road and rail bypass (us$12 million).  the road and rail bypass of the town of ollantaytambo is critical to the survival and preservation of that town’s historic center, currently being damaged by vibrations and pollution from the heavy traffic crossing it daily.  the proposed bypass would divert commercial and tourism-related traffic, allowing for monument preservation, pedestrian safety, pollution reduction, and improved traffic circulation, as well as making the center more walkable and pleasant for tourists and residents alike.  this component will build on the diagnosis, feasibility studies (including the environmental impact assessment, or eia), and designs currently being financed under the vilcanota i project.12. component 2 – solid waste management system for the provinces of calca, cusco, and urubamba (us$15 million).  the precarious dumps currently used for solid waste disposal by the provinces of calca, cusco, and urubamba, and the large amounts of uncollected waste in the region, have a negative impact on public health, the environment, the local landscape, and tourism.  this component will build on the diagnosis, feasibility studies (including the eia), and designs currently being financed under the vilcanota i project, to support the implementation of a new regional system of solid waste collection, transportation, and disposal.13. component 3 – disaster risk management and preparedness (us$21 million).  the town of machu picchu pueblo (also known as aguas calientes) has a high level of exposure to natural disasters, due to its peculiar geophysical location.  the area is under further stress, as the main access to the historic sanctuary of machu picchu (hsmp).  the town has a poor record of protection by national and local institutions.  building on the work begun under vilcanota i, the drm work under this component will include an early warning system for flash floods, an evacuation plan, enhancement of medical facilities for trauma patients, selected public works for risk mitigation, public information campaigns and regular preparedness drills, etc.  this part of component 3 will build on the diagnosis, feasibility study, and designs currently being financed under the vilcanota i project.  disaster risk management and preparedness needs in cusco and the broader vilcanota valley will also be assessed during project preparation, and a program of investments developed, including the strengthening of essential structures, such as schools and hospitals.14. component 4 – improvement and access to historic and heritage sites (us$16 million).  important heritage sites around cuzco and the vilcanota valley, such as maras, moray, tipón, huchuy qosqo and patapata, will receive restoration works under this component. also, pedestrian pathways and access roads to these monuments will be paved or improved. better preservation and better access will make these archeological sites more attractive and easier to visit, diversifying options for tourists and potentially lengthening their stays in the area. this is a key objective of the national and regional tourism authorities, as it directly boosts the local service economy.15. component 5 – project management, studies, and capacity building (us$6 million).  this component will include project management support, institutional capacity building, and all studies to be undertaken under vilcanota ii.  these studies will include comprehensive tourism planning to improve services for tourists (e.g., tourist information offices), and to ensure pro-poor tourism development, so as to allow poor local communities to equitably participate in the benefits of the business and job opportunities arising from tourism.  appropriate institutional arrangements for tourism development will be developed in dialogue with local municipalities, so as to avoid potential conflicts, redundancies, and overlap."
7,40650961,rio,Long Description,"the main components of the proposed project will be the following:11. component 1 – ollantaytambo road and rail bypass (us$12 million).  the road and rail bypass of the town of ollantaytambo is critical to the survival and preservation of that town’s historic center, currently being damaged by vibrations and pollution from the heavy traffic crossing it daily.  the proposed bypass would divert commercial and tourism-related traffic, allowing for monument preservation, pedestrian safety, pollution reduction, and improved traffic circulation, as well as making the center more walkable and pleasant for tourists and residents alike.  this component will build on the diagnosis, feasibility studies (including the environmental impact assessment, or eia), and designs currently being financed under the vilcanota i project.12. component 2 – solid waste management system for the provinces of calca, cusco, and urubamba (us$15 million).  the precarious dumps currently used for solid waste disposal by the provinces of calca, cusco, and urubamba, and the large amounts of uncollected waste in the region, have a negative impact on public health, the environment, the local landscape, and tourism.  this component will build on the diagnosis, feasibility studies (including the eia), and designs currently being financed under the vilcanota i project, to support the implementation of a new regional system of solid waste collection, transportation, and disposal.13. component 3 – disaster risk management and preparedness (us$21 million).  the town of machu picchu pueblo (also known as aguas calientes) has a high level of exposure to natural disasters, due to its peculiar geophysical location.  the area is under further stress, as the main access to the historic sanctuary of machu picchu (hsmp).  the town has a poor record of protection by national and local institutions.  building on the work begun under vilcanota i, the drm work under this component will include an early warning system for flash floods, an evacuation plan, enhancement of medical facilities for trauma patients, selected public works for risk mitigation, public information campaigns and regular preparedness drills, etc.  this part of component 3 will build on the diagnosis, feasibility study, and designs currently being financed under the vilcanota i project.  disaster risk management and preparedness needs in cusco and the broader vilcanota valley will also be assessed during project preparation, and a program of investments developed, including the strengthening of essential structures, such as schools and hospitals.14. component 4 – improvement and access to historic and heritage sites (us$16 million).  important heritage sites around cuzco and the vilcanota valley, such as maras, moray, tipón, huchuy qosqo and patapata, will receive restoration works under this component. also, pedestrian pathways and access roads to these monuments will be paved or improved. better preservation and better access will make these archeological sites more attractive and easier to visit, diversifying options for tourists and potentially lengthening their stays in the area. this is a key objective of the national and regional tourism authorities, as it directly boosts the local service economy.15. component 5 – project management, studies, and capacity building (us$6 million).  this component will include project management support, institutional capacity building, and all studies to be undertaken under vilcanota ii.  these studies will include comprehensive tourism planning to improve services for tourists (e.g., tourist information offices), and to ensure pro-poor tourism development, so as to allow poor local communities to equitably participate in the benefits of the business and job opportunities arising from tourism.  appropriate institutional arrangements for tourism development will be developed in dialogue with local municipalities, so as to avoid potential conflicts, redundancies, and overlap."
8,40654377,biodiversity,Long Description,"the objective of the second programmatic environmental development policy loan (envdpl 2) program is to support the government's efforts to strengthen environmental governance and institutions in peru, and mainstream environmental sustainability in the development agenda of key sectors (mining, fisheries, and urban transport and energy). within the scope of the envdpl program, this second envdpl is consistent with one of the key pillars of the 2006 country partnership strategy (cps) for peru for fy07-fyi1 (and the 2009 cps progress report) laying out a strategy to support the government of peru (gop) to achieve its goals of sustained economic growth. the cps recognizes the need to raise the profile of environmental issues in peru by enhancing environmental public investments and strengthening the institutional framework. in support of cps pillar one on economic growth, the envdpl program will contribute to making growth environmentally sustainable by supporting the environmental legal and institutional framework, biodiversity conservation, enhancing control over air and water pollution, improving the sustainability of the mining sector, and the sustainable management of fisheries resources. in addition, by supporting the policy instruments of the newly created ministry of environment (minam), the envdpl program will contribute to the modernization of the state institutions (cps pillar three).  the core sectors and themes to be supported by this development policy loan (dpl) were selected based on the following: (a) a level of national priority identified by the country environmental analysis (cea) and agreed on by ministry of economy and finance (mef) and minam; (b) supplementary support from other loans and grants; and (c) the level of sectoral support and commitment."
8,40654377,bio-diversity,AidData Activity Name(s),"fishery development, activity unspecified or does not fit elsewhere in this group|bio-diversity, activity unspecified or does not fit elsewhere in group|marine pollution control|mineral and mining sector policy, planning and programs|urban infrastructure and services|air pollution control|environmental policy, laws, regulations and economic instruments|institution capacity building, environmental protection"
8,40654377,environmental protection,AidData Purpose Name,"general environmental protection, combinations of purposes"
8,40654377,environmental protection,AidData Activity Name(s),"fishery development, activity unspecified or does not fit elsewhere in this group|bio-diversity, activity unspecified or does not fit elsewhere in group|marine pollution control|mineral and mining sector policy, planning and programs|urban infrastructure and services|air pollution control|environmental policy, laws, regulations and economic instruments|institution capacity building, environmental protection"
8,40654377,fisheries,Long Description,"the objective of the second programmatic environmental development policy loan (envdpl 2) program is to support the government's efforts to strengthen environmental governance and institutions in peru, and mainstream environmental sustainability in the development agenda of key sectors (mining, fisheries, and urban transport and energy). within the scope of the envdpl program, this second envdpl is consistent with one of the key pillars of the 2006 country partnership strategy (cps) for peru for fy07-fyi1 (and the 2009 cps progress report) laying out a strategy to support the government of peru (gop) to achieve its goals of sustained economic growth. the cps recognizes the need to raise the profile of environmental issues in peru by enhancing environmental public investments and strengthening the institutional framework. in support of cps pillar one on economic growth, the envdpl program will contribute to making growth environmentally sustainable by supporting the environmental legal and institutional framework, biodiversity conservation, enhancing control over air and water pollution, improving the sustainability of the mining sector, and the sustainable management of fisheries resources. in addition, by supporting the policy instruments of the newly created ministry of environment (minam), the envdpl program will contribute to the modernization of the state institutions (cps pillar three).  the core sectors and themes to be supported by this development policy loan (dpl) were selected based on the following: (a) a level of national priority identified by the country environmental analysis (cea) and agreed on by ministry of economy and finance (mef) and minam; (b) supplementary support from other loans and grants; and (c) the level of sectoral support and commitment."
8,40654377,protection,AidData Purpose Name,"general environmental protection, combinations of purposes"
8,40654377,protection,AidData Activity Name(s),"fishery development, activity unspecified or does not fit elsewhere in this group|bio-diversity, activity unspecified or does not fit elsewhere in group|marine pollution control|mineral and mining sector policy, planning and programs|urban infrastructure and services|air pollution control|environmental policy, laws, regulations and economic instruments|institution capacity building, environmental protection"
8,40654377,resource,Long Description,"the objective of the second programmatic environmental development policy loan (envdpl 2) program is to support the government's efforts to strengthen environmental governance and institutions in peru, and mainstream environmental sustainability in the development agenda of key sectors (mining, fisheries, and urban transport and energy). within the scope of the envdpl program, this second envdpl is consistent with one of the key pillars of the 2006 country partnership strategy (cps) for peru for fy07-fyi1 (and the 2009 cps progress report) laying out a strategy to support the government of peru (gop) to achieve its goals of sustained economic growth. the cps recognizes the need to raise the profile of environmental issues in peru by enhancing environmental public investments and strengthening the institutional framework. in support of cps pillar one on economic growth, the envdpl program will contribute to making growth environmentally sustainable by supporting the environmental legal and institutional framework, biodiversity conservation, enhancing control over air and water pollution, improving the sustainability of the mining sector, and the sustainable management of fisheries resources. in addition, by supporting the policy instruments of the newly created ministry of environment (minam), the envdpl program will contribute to the modernization of the state institutions (cps pillar three).  the core sectors and themes to be supported by this development policy loan (dpl) were selected based on the following: (a) a level of national priority identified by the country environmental analysis (cea) and agreed on by ministry of economy and finance (mef) and minam; (b) supplementary support from other loans and grants; and (c) the level of sectoral support and commitment."
8,40654377,conservation,Long Description,"the objective of the second programmatic environmental development policy loan (envdpl 2) program is to support the government's efforts to strengthen environmental governance and institutions in peru, and mainstream environmental sustainability in the development agenda of key sectors (mining, fisheries, and urban transport and energy). within the scope of the envdpl program, this second envdpl is consistent with one of the key pillars of the 2006 country partnership strategy (cps) for peru for fy07-fyi1 (and the 2009 cps progress report) laying out a strategy to support the government of peru (gop) to achieve its goals of sustained economic growth. the cps recognizes the need to raise the profile of environmental issues in peru by enhancing environmental public investments and strengthening the institutional framework. in support of cps pillar one on economic growth, the envdpl program will contribute to making growth environmentally sustainable by supporting the environmental legal and institutional framework, biodiversity conservation, enhancing control over air and water pollution, improving the sustainability of the mining sector, and the sustainable management of fisheries resources. in addition, by supporting the policy instruments of the newly created ministry of environment (minam), the envdpl program will contribute to the modernization of the state institutions (cps pillar three).  the core sectors and themes to be supported by this development policy loan (dpl) were selected based on the following: (a) a level of national priority identified by the country environmental analysis (cea) and agreed on by ministry of economy and finance (mef) and minam; (b) supplementary support from other loans and grants; and (c) the level of sectoral support and commitment."
8,40654377,ant,Long Description,"the objective of the second programmatic environmental development policy loan (envdpl 2) program is to support the government's efforts to strengthen environmental governance and institutions in peru, and mainstream environmental sustainability in the development agenda of key sectors (mining, fisheries, and urban transport and energy). within the scope of the envdpl program, this second envdpl is consistent with one of the key pillars of the 2006 country partnership strategy (cps) for peru for fy07-fyi1 (and the 2009 cps progress report) laying out a strategy to support the government of peru (gop) to achieve its goals of sustained economic growth. the cps recognizes the need to raise the profile of environmental issues in peru by enhancing environmental public investments and strengthening the institutional framework. in support of cps pillar one on economic growth, the envdpl program will contribute to making growth environmentally sustainable by supporting the environmental legal and institutional framework, biodiversity conservation, enhancing control over air and water pollution, improving the sustainability of the mining sector, and the sustainable management of fisheries resources. in addition, by supporting the policy instruments of the newly created ministry of environment (minam), the envdpl program will contribute to the modernization of the state institutions (cps pillar three).  the core sectors and themes to be supported by this development policy loan (dpl) were selected based on the following: (a) a level of national priority identified by the country environmental analysis (cea) and agreed on by ministry of economy and finance (mef) and minam; (b) supplementary support from other loans and grants; and (c) the level of sectoral support and commitment."
